,seqnames,start,end,width,strand,Conc,Conc_0.mM,Conc_10.mM,Fold,p.value,FDR
7670,chr8,133892413,133892913,501,*,4.31,3.22,4.92,-1.7,0.00015,0.00243
7671,chr13,42969069,42970000,932,*,6.08,5.62,6.44,-0.82,0.00015,0.00243
7672,chr17,62714829,62715329,501,*,6.96,6.55,7.28,-0.73,0.00015,0.00243
7673,chr7,72494104,72494604,501,*,7.44,7.04,7.76,-0.72,0.00015,0.00243
7674,chr5,155192965,155193465,501,*,4.44,3.61,4.97,-1.36,0.00015,0.00243
7675,chr9,14353193,14353914,722,*,6.02,5.52,6.39,-0.87,0.00015,0.00243
7676,chr4,108056321,108056821,501,*,4.98,4.17,5.49,-1.32,0.00015,0.00243
7677,chrX,21479807,21480307,501,*,4.93,4.04,5.48,-1.44,0.00015,0.00243
7678,chr19,35175778,35176278,501,*,5.88,5.33,6.28,-0.96,0.00015,0.00243
7679,chr2,121070989,121071631,643,*,7.4,6.98,7.72,-0.75,0.00015,0.00243
7680,chr11,102612948,102613448,501,*,5.66,5.05,6.09,-1.05,0.00015,0.00243
7681,chr11,127127279,127128016,738,*,4.87,4.1,5.36,-1.26,0.00015,0.00243
7682,chr9,87958564,87959064,501,*,4.27,3.3,4.85,-1.55,0.000151,0.00243
7683,chr2,85491208,85491708,501,*,5.81,5.24,6.22,-0.98,0.000151,0.00243
7684,chr7,25838930,25839430,501,*,5.44,4.85,5.86,-1,0.000151,0.00243
7685,chr17,57375685,57376185,501,*,4.78,4,5.28,-1.28,0.000151,0.00244
7686,chr6,15608331,15608831,501,*,4.87,4.14,5.36,-1.22,0.000151,0.00244
7687,chr17,32512357,32512857,501,*,5.18,4.54,5.62,-1.08,0.000151,0.00244
7689,chr1,115829871,115830371,501,*,4.59,3.78,5.11,-1.33,0.000151,0.00244
7690,chr13,73556851,73557351,501,*,3.87,2.65,4.52,-1.87,0.000151,0.00244
7691,chr12,2395370,2395870,501,*,5.2,4.55,5.64,-1.1,0.000151,0.00244
7692,chr3,170334788,170335288,501,*,4.72,3.88,5.24,-1.37,0.000151,0.00244
7693,chr11,129324531,129325031,501,*,4.81,3.97,5.33,-1.36,0.000152,0.00245
7694,chr5,151298011,151298511,501,*,6.62,6.16,6.96,-0.8,0.000152,0.00245
7695,chr3,26962973,26963473,501,*,4.11,3.11,4.69,-1.58,0.000152,0.00245
7696,chr14,92258882,92259382,501,*,5.47,4.86,5.9,-1.04,0.000152,0.00245
7697,chr19,52248036,52248783,748,*,4.47,3.58,5.01,-1.43,0.000152,0.00245
7698,chr3,150697494,150697994,501,*,4.38,3.53,4.92,-1.39,0.000152,0.00245
7699,chr8,8467030,8467530,501,*,5.22,4.59,5.65,-1.06,0.000152,0.00245
7700,chr11,86477829,86478329,501,*,7.4,6.98,7.73,-0.75,0.000152,0.00245
7701,chr19,7769572,7770072,501,*,4.23,3.25,4.81,-1.55,0.000152,0.00245
7703,chr8,124037701,124038201,501,*,5.65,5.1,6.04,-0.94,0.000152,0.00245
7704,chr13,100433959,100434459,501,*,6.38,5.88,6.75,-0.87,0.000152,0.00246
7706,chr15,84992442,84992942,501,*,6.35,5.85,6.72,-0.87,0.000153,0.00246
7707,chr2,30113483,30113983,501,*,5.46,4.87,5.88,-1.02,0.000153,0.00246
7708,chr10,8159576,8160076,501,*,4.39,3.55,4.92,-1.38,0.000153,0.00246
7709,chr1,150619809,150620309,501,*,5.72,5.16,6.13,-0.97,0.000153,0.00246
7710,chr3,72368446,72368946,501,*,5.29,4.69,5.72,-1.03,0.000153,0.00246
7711,chr10,25112851,25113635,785,*,7.36,6.93,7.7,-0.77,0.000153,0.00246
7712,chr3,185773815,185774315,501,*,6.08,5.62,6.44,-0.82,0.000153,0.00246
7713,chr3,156620587,156621087,501,*,5.41,4.81,5.82,-1.01,0.000153,0.00246
7714,chr2,9830750,9831250,501,*,5.6,5.06,6,-0.93,0.000153,0.00246
7715,chr3,126266554,126267054,501,*,6.54,6.11,6.87,-0.75,0.000153,0.00247
7716,chr2,55590736,55591236,501,*,4.65,3.83,5.18,-1.34,0.000153,0.00247
7717,chr8,48418297,48418797,501,*,6.49,6.07,6.82,-0.76,0.000154,0.00247
7718,chr4,113355556,113356056,501,*,7.48,7.08,7.78,-0.7,0.000154,0.00247
7719,chr5,65923293,65923793,501,*,5.11,4.46,5.56,-1.1,0.000154,0.00247
7720,chr1,33244085,33244585,501,*,7.75,7.29,8.09,-0.81,0.000154,0.00247
7721,chr1,9078727,9079227,501,*,4.42,3.57,4.95,-1.38,0.000154,0.00247
7722,chr3,127803525,127804025,501,*,5.83,5.25,6.24,-0.98,0.000154,0.00247
7723,chr5,151651980,151652480,501,*,7.54,7.14,7.85,-0.7,0.000154,0.00247
7724,chr7,116653149,116653649,501,*,6.09,5.61,6.45,-0.83,0.000154,0.00247
7725,chr18,51211578,51212078,501,*,7.6,7.21,7.91,-0.7,0.000154,0.00248
7726,chr18,78494234,78494734,501,*,6.47,5.97,6.84,-0.87,0.000154,0.00248
7727,chr17,72175303,72175803,501,*,5.78,5.24,6.17,-0.93,0.000155,0.00248
7729,chr14,68501695,68502195,501,*,7.4,6.96,7.73,-0.77,0.000155,0.00249
7730,chr3,138979660,138980160,501,*,6.84,6.44,7.16,-0.73,0.000155,0.00249
7731,chr4,24477820,24478681,862,*,5,4.28,5.47,-1.19,0.000155,0.00249
7734,chr5,82969151,82969651,501,*,5.03,4.35,5.48,-1.14,0.000155,0.00249
7735,chr15,70140560,70141060,501,*,5.36,4.76,5.78,-1.02,0.000155,0.00249
7736,chr1,33470449,33470949,501,*,7.26,6.82,7.6,-0.78,0.000155,0.00249
7737,chr13,20711306,20712100,795,*,6.44,6,6.78,-0.77,0.000156,0.0025
7738,chr4,1504504,1505004,501,*,5.56,4.97,5.98,-1.01,0.000156,0.0025
7739,chr12,119154367,119154867,501,*,5.5,4.93,5.9,-0.96,0.000156,0.0025
7740,chr11,132064894,132065394,501,*,6.84,6.44,7.15,-0.71,0.000156,0.0025
7741,chr5,59021216,59021716,501,*,3.95,2.91,4.55,-1.64,0.000156,0.0025
7743,chr3,130963814,130964314,501,*,5.23,4.62,5.66,-1.04,0.000156,0.0025
7744,chr13,110126281,110126781,501,*,5.79,5.26,6.18,-0.93,0.000156,0.0025
7745,chr9,6779806,6780306,501,*,4.53,3.69,5.06,-1.36,0.000156,0.0025
7746,chr2,236287103,236287603,501,*,5.06,4.34,5.54,-1.2,0.000156,0.0025
7747,chr9,114224029,114224529,501,*,6.68,6.25,7,-0.75,0.000156,0.00251
7749,chr13,79441265,79441765,501,*,4.23,3.22,4.81,-1.6,0.000157,0.00251
7751,chr5,169548255,169548755,501,*,4.58,3.79,5.09,-1.3,0.000157,0.00251
7752,chrX,3962525,3963025,501,*,5.34,4.69,5.79,-1.1,0.000157,0.00251
7753,chr16,84692430,84692930,501,*,5.67,5.14,6.06,-0.92,0.000157,0.00251
7754,chr2,200455400,200455900,501,*,5.9,5.33,6.31,-0.98,0.000157,0.00251
7755,chr2,64976255,64976755,501,*,5.22,4.58,5.66,-1.09,0.000157,0.00251
7756,chr12,7797596,7798096,501,*,4.36,3.32,4.96,-1.64,0.000157,0.00251
7757,chr17,41695126,41695626,501,*,6.44,5.99,6.78,-0.79,0.000157,0.00251
7758,chr2,65539658,65540158,501,*,6.05,5.55,6.42,-0.87,0.000157,0.00251
7759,chr13,46866085,46866585,501,*,4.89,4.05,5.42,-1.36,0.000157,0.00251
7760,chr17,73203345,73203845,501,*,6.46,5.97,6.82,-0.84,0.000157,0.00252
7761,chr13,109403095,109403595,501,*,5.39,4.8,5.81,-1.01,0.000157,0.00252
7762,chr17,15655202,15655702,501,*,7.1,6.64,7.44,-0.79,0.000158,0.00252
7763,chr12,8554695,8555195,501,*,5.5,4.92,5.91,-0.99,0.000158,0.00252
7764,chr13,79973405,79973905,501,*,5.18,4.55,5.61,-1.06,0.000158,0.00252
7766,chr15,101501736,101502236,501,*,6.1,5.56,6.5,-0.93,0.000158,0.00252
7767,chr19,54391714,54392214,501,*,6.51,6.04,6.87,-0.82,0.000158,0.00252
7768,chr12,65495170,65495670,501,*,7.11,6.69,7.43,-0.74,0.000158,0.00252
7769,chr1,204692746,204693246,501,*,4.2,3.25,4.77,-1.52,0.000158,0.00252
7770,chr15,65054246,65054746,501,*,7.25,6.85,7.57,-0.72,0.000158,0.00252
7771,chr5,112202646,112203146,501,*,4.01,2.95,4.61,-1.66,0.000158,0.00253
7772,chr17,39608474,39608974,501,*,6.77,6.36,7.1,-0.74,0.000158,0.00253
7773,chr3,57752279,57752779,501,*,5.68,5.11,6.1,-0.99,0.000158,0.00253
7774,chr1,145985293,145985793,501,*,4.85,4.15,5.32,-1.17,0.000158,0.00253
7775,chr21,43345952,43346452,501,*,6.52,6.1,6.84,-0.74,0.000158,0.00253
7776,chr6,6952905,6953405,501,*,4.31,3.34,4.88,-1.54,0.000159,0.00253
7778,chr1,63149028,63149528,501,*,5.11,4.44,5.57,-1.13,0.000159,0.00254
7780,chr12,125228520,125229020,501,*,5.37,4.78,5.79,-1.01,0.000159,0.00254
7781,chr8,116444603,116445103,501,*,4.61,3.84,5.11,-1.27,0.000159,0.00254
7782,chr14,34331760,34332260,501,*,5.74,5.16,6.15,-0.99,0.000159,0.00254
7783,chr12,33818232,33818732,501,*,3.95,2.92,4.55,-1.63,0.000159,0.00254
7784,chr2,61635799,61636299,501,*,6.88,6.45,7.22,-0.76,0.000159,0.00254
7785,chr6,157181579,157182079,501,*,5.41,4.8,5.83,-1.04,0.000159,0.00254
7787,chr6,108732452,108732952,501,*,7.69,7.28,8.01,-0.73,0.000159,0.00254
7788,chr22,49097994,49098494,501,*,6.16,5.68,6.51,-0.83,0.00016,0.00254
7789,chr22,41966469,41966969,501,*,7.87,7.45,8.2,-0.74,0.00016,0.00254
7790,chr10,26781034,26781534,501,*,4.57,3.76,5.08,-1.33,0.00016,0.00254
7791,chr3,69143597,69144097,501,*,5.62,5.03,6.03,-1,0.00016,0.00255
7792,chr7,74343717,74344217,501,*,6.67,6.26,6.99,-0.73,0.00016,0.00255
7793,chr3,179093763,179094263,501,*,5.28,4.66,5.72,-1.06,0.00016,0.00255
7794,chr11,1863432,1863932,501,*,7.66,7.27,7.96,-0.7,0.00016,0.00255
7795,chr3,184176337,184176837,501,*,6.69,6.27,7.01,-0.73,0.00016,0.00255
7797,chr19,36196223,36196723,501,*,4.29,3.38,4.84,-1.46,0.00016,0.00255
7798,chr10,116771047,116771832,786,*,6.69,6.24,7.03,-0.79,0.00016,0.00255
7800,chr13,98581939,98582439,501,*,4.96,4.25,5.44,-1.19,0.000161,0.00255
7801,chr1,179292279,179292779,501,*,5.02,4.35,5.47,-1.12,0.000161,0.00256
7803,chr3,185745414,185745914,501,*,6.7,6.27,7.03,-0.76,0.000161,0.00256
7804,chr22,39785151,39785651,501,*,5.38,4.7,5.84,-1.14,0.000161,0.00257
7805,chr9,116870496,116870996,501,*,6.44,6,6.77,-0.77,0.000161,0.00257
7806,chr15,77748210,77748710,501,*,6.36,5.88,6.72,-0.84,0.000162,0.00257
7807,chr11,119509115,119509615,501,*,6.18,5.66,6.56,-0.9,0.000162,0.00257
7808,chr10,46325997,46326497,501,*,3.82,2.46,4.51,-2.05,0.000162,0.00257
7809,chr3,58998434,58998934,501,*,5.29,4.67,5.71,-1.04,0.000162,0.00257
7810,chr16,65727668,65728573,906,*,6.49,6.04,6.83,-0.79,0.000162,0.00257
7811,chr5,37722765,37723265,501,*,6.91,6.48,7.24,-0.76,0.000162,0.00257
7812,chr2,218581988,218582488,501,*,4.66,3.77,5.21,-1.44,0.000162,0.00257
7813,chr7,106824403,106824903,501,*,5.32,4.7,5.75,-1.06,0.000162,0.00257
7815,chr1,181936931,181937431,501,*,6.02,5.54,6.38,-0.83,0.000162,0.00257
7817,chr7,151538967,151539467,501,*,7.8,7.38,8.12,-0.74,0.000162,0.00257
7818,chr3,170440294,170440794,501,*,5.27,4.65,5.7,-1.05,0.000162,0.00257
7819,chr4,47213917,47214417,501,*,4.04,3,4.63,-1.64,0.000162,0.00257
7820,chr7,13240293,13240793,501,*,3.94,2.86,4.55,-1.69,0.000162,0.00257
7821,chr3,38025631,38026131,501,*,6.22,5.74,6.57,-0.83,0.000162,0.00257
7822,chr6,88983425,88983925,501,*,4.54,3.72,5.06,-1.34,0.000162,0.00258
7823,chr12,107337277,107337777,501,*,5.06,4.39,5.52,-1.13,0.000162,0.00258
7824,chr4,177595982,177596482,501,*,4.55,3.72,5.07,-1.35,0.000162,0.00258
7825,chr20,33444777,33445277,501,*,6.36,5.89,6.7,-0.81,0.000162,0.00258
7827,chrX,13131683,13132183,501,*,4.83,4.03,5.34,-1.31,0.000163,0.00258
7828,chr3,66104467,66104967,501,*,5.35,4.77,5.77,-1.01,0.000163,0.00258
7829,chr12,114834934,114835434,501,*,6.27,5.75,6.64,-0.89,0.000163,0.00258
7830,chr12,7851545,7852045,501,*,7.27,6.84,7.6,-0.75,0.000163,0.00258
7831,chr9,81849842,81850342,501,*,4.7,3.93,5.2,-1.27,0.000163,0.00258
7832,chr4,20251505,20252005,501,*,6.61,6.2,6.93,-0.74,0.000163,0.00258
7833,chr11,112837328,112837828,501,*,5.76,5.19,6.17,-0.98,0.000163,0.00258
7834,chr17,46045635,46046135,501,*,5.31,4.67,5.75,-1.08,0.000163,0.00259
7835,chr14,92938191,92938691,501,*,5.3,4.68,5.73,-1.04,0.000163,0.00259
7836,chr2,237604905,237605405,501,*,5.54,4.94,5.96,-1.02,0.000163,0.00259
7837,chr6,81939405,81939905,501,*,4.36,3.46,4.9,-1.44,0.000163,0.00259
7838,chr7,131602232,131602732,501,*,5.76,5.22,6.16,-0.93,0.000163,0.00259
7839,chr17,4389001,4389501,501,*,6.36,5.89,6.72,-0.83,0.000164,0.00259
7841,chr19,39121951,39122451,501,*,7.16,6.71,7.51,-0.8,0.000164,0.00259
7842,chr20,50240008,50240508,501,*,5.96,5.42,6.35,-0.92,0.000164,0.00259
7843,chr19,50991833,50993066,1234,*,6.59,6.11,6.95,-0.84,0.000164,0.00259
7844,chr16,69513533,69514033,501,*,6.38,5.9,6.74,-0.84,0.000164,0.00259
7845,chr5,57298121,57299348,1228,*,5.7,5.15,6.09,-0.95,0.000164,0.00259
7846,chr17,57923282,57923782,501,*,4.93,4.23,5.4,-1.18,0.000164,0.00259
7847,chr7,28054676,28055583,908,*,5.16,4.52,5.61,-1.09,0.000164,0.00259
7848,chr1,24201856,24202356,501,*,6.4,5.93,6.75,-0.82,0.000164,0.00259
7849,chr17,72702252,72702752,501,*,5.75,5.21,6.14,-0.92,0.000164,0.00259
7850,chr6,113994839,113995339,501,*,7.35,6.96,7.66,-0.7,0.000164,0.0026
7851,chr7,28855777,28856277,501,*,6.63,6.18,6.97,-0.79,0.000164,0.0026
7854,chr14,92511815,92512315,501,*,5.41,4.76,5.85,-1.09,0.000165,0.0026
7855,chr10,104109853,104110353,501,*,4.82,4.1,5.3,-1.2,0.000165,0.0026
7856,chr15,68924828,68925328,501,*,5,4.33,5.46,-1.13,0.000165,0.0026
7857,chr2,221254260,221254760,501,*,6.1,5.53,6.51,-0.98,0.000165,0.00261
7858,chr4,102429422,102429922,501,*,3.9,2.79,4.52,-1.73,0.000165,0.00261
7859,chr16,51848674,51849174,501,*,5.19,4.47,5.67,-1.2,0.000165,0.00261
7860,chr9,21391960,21392711,752,*,5.5,4.87,5.93,-1.07,0.000165,0.00261
7861,chr12,11884691,11885888,1198,*,5.4,4.81,5.81,-1.01,0.000165,0.00261
7862,chr2,118062619,118063119,501,*,5.74,5.15,6.15,-1,0.000165,0.00261
7863,chr2,170512291,170512791,501,*,5.71,4.69,6.3,-1.61,0.000165,0.00261
7864,chr13,28641560,28642060,501,*,4.86,4.15,5.34,-1.19,0.000165,0.00261
7865,chr14,31950706,31951206,501,*,5.96,5.41,6.36,-0.95,0.000166,0.00261
7867,chr16,67857719,67858219,501,*,7.31,6.91,7.63,-0.72,0.000166,0.00261
7868,chr15,92294775,92295275,501,*,4.8,4.05,5.3,-1.24,0.000166,0.00261
7869,chr3,141646723,141647223,501,*,7.23,6.82,7.55,-0.73,0.000166,0.00262
7870,chr7,100567216,100567716,501,*,7.37,7,7.66,-0.67,0.000166,0.00262
7871,chr10,119293360,119293860,501,*,4.16,3.09,4.77,-1.68,0.000166,0.00262
7872,chr1,94033738,94034238,501,*,6.4,5.89,6.78,-0.9,0.000166,0.00262
7873,chr12,34332527,34333027,501,*,5.74,5.23,6.12,-0.89,0.000166,0.00262
7875,chr20,8837428,8837928,501,*,4.16,3.19,4.73,-1.54,0.000166,0.00262
7876,chr9,72843999,72844499,501,*,5.84,5.34,6.21,-0.87,0.000167,0.00263
7878,chr17,4327578,4328078,501,*,4.68,3.84,5.2,-1.36,0.000167,0.00263
7879,chrX,149504148,149504648,501,*,6.49,6.06,6.82,-0.76,0.000167,0.00263
7880,chr7,100895935,100896435,501,*,8.32,7.96,8.6,-0.64,0.000167,0.00263
7882,chr5,5592414,5592914,501,*,4.9,4.14,5.39,-1.24,0.000167,0.00263
7883,chr10,96995828,96996328,501,*,4.63,3.81,5.16,-1.35,0.000167,0.00263
7884,chr8,63250035,63250535,501,*,4.78,4.07,5.26,-1.19,0.000167,0.00263
7885,chr14,81164094,81164594,501,*,6.65,6.22,6.98,-0.76,0.000167,0.00263
7886,chr17,2892474,2892974,501,*,7.04,6.61,7.36,-0.75,0.000167,0.00263
7887,chr15,58866158,58866658,501,*,6.25,5.75,6.62,-0.87,0.000167,0.00263
7888,chr2,26805210,26805710,501,*,5.43,4.85,5.84,-0.99,0.000167,0.00263
7889,chr1,63846217,63846717,501,*,3.99,2.86,4.62,-1.76,0.000167,0.00264
7890,chr10,25157569,25158069,501,*,3.61,2.28,4.29,-2.01,0.000167,0.00264
7893,chr19,23787039,23787539,501,*,4.06,3.05,4.65,-1.6,0.000168,0.00264
7894,chr20,39107711,39108211,501,*,5.67,5.13,6.07,-0.94,0.000168,0.00265
7899,chrX,47613864,47614364,501,*,4.7,3.84,5.24,-1.4,0.000169,0.00265
7901,chr17,49482363,49482863,501,*,5.86,5.34,6.24,-0.91,0.000169,0.00265
7902,chr6,30599480,30599980,501,*,5.59,4.97,6.02,-1.05,0.000169,0.00265
7903,chr20,31593302,31593802,501,*,9.45,9.08,9.74,-0.66,0.000169,0.00265
7904,chr6,45566795,45567295,501,*,7.79,7.38,8.1,-0.71,0.000169,0.00265
7905,chr7,74568556,74569056,501,*,5.73,5.13,6.15,-1.02,0.000169,0.00265
7907,chr16,20937727,20938227,501,*,7.96,7.63,8.23,-0.61,0.000169,0.00265
7908,chr2,138516008,138516508,501,*,6.56,6.12,6.9,-0.78,0.000169,0.00265
7909,chr12,24360820,24361320,501,*,4.49,3.66,5.01,-1.35,0.000169,0.00266
7910,chr10,87701337,87701837,501,*,3.67,2.43,4.33,-1.89,0.00017,0.00266
7911,chr9,99158586,99159086,501,*,5.41,4.73,5.87,-1.14,0.00017,0.00266
7912,chr10,80203444,80203944,501,*,6.94,6.45,7.3,-0.85,0.00017,0.00266
7913,chr10,13074745,13075245,501,*,5.66,5.1,6.07,-0.97,0.00017,0.00266
7914,chr12,45355698,45356198,501,*,4.3,3.34,4.87,-1.54,0.00017,0.00266
7915,chr18,9683875,9684375,501,*,5.89,5.36,6.28,-0.91,0.00017,0.00266
7916,chr1,41920581,41921081,501,*,4.27,3.28,4.85,-1.57,0.00017,0.00266
7917,chr1,212484883,212485383,501,*,6.54,6.05,6.9,-0.84,0.00017,0.00266
7918,chr7,48168096,48168596,501,*,4.29,3.37,4.84,-1.47,0.00017,0.00267
7920,chr9,2469565,2470065,501,*,4.97,4.27,5.44,-1.17,0.00017,0.00267
7921,chr5,73900961,73901461,501,*,5.45,4.85,5.87,-1.02,0.00017,0.00267
7923,chr12,71865320,71865820,501,*,4.64,3.8,5.17,-1.37,0.00017,0.00267
7924,chr7,105849399,105849899,501,*,8.83,8.45,9.14,-0.69,0.000171,0.00267
7926,chr18,50602475,50602975,501,*,3.49,1.87,4.24,-2.37,0.000171,0.00267
7927,chr11,125874426,125874926,501,*,6.31,5.86,6.65,-0.79,0.000171,0.00267
7928,chr3,31448446,31448946,501,*,5.23,4.57,5.68,-1.11,0.000171,0.00267
7929,chr15,42385444,42385944,501,*,5.83,5.31,6.21,-0.9,0.000171,0.00267
7930,chr6,114049521,114050021,501,*,5.74,5.19,6.13,-0.93,0.000171,0.00267
7931,chr3,195897011,195897511,501,*,8.11,7.74,8.41,-0.67,0.000171,0.00268
7932,chr1,248892562,248893062,501,*,4.02,3.02,4.61,-1.59,0.000171,0.00268
7933,chr11,128448469,128448969,501,*,8.02,7.63,8.33,-0.7,0.000171,0.00268
7934,chr7,50970033,50970533,501,*,5.73,5.18,6.13,-0.95,0.000171,0.00268
7935,chr12,13573591,13574091,501,*,4.29,3.38,4.85,-1.48,0.000171,0.00268
7936,chr10,46992976,46993476,501,*,6.44,5.94,6.8,-0.86,0.000171,0.00268
7937,chr3,24199784,24200284,501,*,4.89,4.2,5.36,-1.16,0.000171,0.00268
7938,chr3,31213851,31214351,501,*,6.34,5.8,6.73,-0.93,0.000172,0.00269
7939,chr1,152440776,152441276,501,*,6.7,6.24,7.04,-0.8,0.000172,0.00269
7940,chr3,141706807,141707307,501,*,5.12,4.43,5.59,-1.16,0.000172,0.00269
7941,chr9,22216785,22217285,501,*,4.72,3.87,5.25,-1.38,0.000172,0.00269
7942,chr11,69962174,69962674,501,*,7.59,7.19,7.9,-0.7,0.000172,0.00269
7943,chr8,100463294,100463794,501,*,4.99,4.19,5.5,-1.31,0.000172,0.00269
7944,chr18,48002884,48003384,501,*,7.68,7.28,8,-0.71,0.000172,0.00269
7945,chr1,234550807,234551307,501,*,5.91,5.37,6.29,-0.92,0.000172,0.00269
7946,chr7,121369437,121369937,501,*,4.14,3.04,4.75,-1.72,0.000172,0.00269
7948,chr5,55324735,55325235,501,*,2.56,-0.1,3.44,-3.54,0.000173,0.00269
7950,chr11,95132891,95133391,501,*,5.23,4.59,5.67,-1.08,0.000173,0.0027
7951,chrX,56504051,56504551,501,*,4.8,4.06,5.28,-1.23,0.000173,0.0027
7952,chr20,19815456,19815956,501,*,6.94,6.45,7.3,-0.85,0.000173,0.0027
7953,chr17,47999543,48000043,501,*,7.21,6.74,7.57,-0.83,0.000173,0.0027
7954,chr11,22792468,22792968,501,*,5.35,4.67,5.81,-1.14,0.000173,0.0027
7955,chr12,120262084,120262584,501,*,7.16,6.78,7.47,-0.69,0.000173,0.0027
7956,chr4,3201901,3202401,501,*,6.32,5.86,6.66,-0.8,0.000173,0.0027
7957,chr12,117447554,117448054,501,*,4.57,3.78,5.08,-1.3,0.000173,0.0027
7959,chr15,82064777,82065277,501,*,3.83,2.71,4.46,-1.75,0.000173,0.0027
7960,chr17,78541740,78542240,501,*,7,6.59,7.33,-0.74,0.000174,0.00271
7963,chr10,6778950,6779450,501,*,6.17,5.66,6.55,-0.89,0.000174,0.00271
7964,chr16,4283872,4284372,501,*,5.54,4.99,5.94,-0.95,0.000174,0.00271
7965,chr2,108362484,108362984,501,*,5.46,4.78,5.93,-1.15,0.000174,0.00272
7966,chr16,21708388,21708888,501,*,4.99,4.25,5.48,-1.24,0.000174,0.00272
7967,chr3,115402223,115402723,501,*,4.03,3,4.63,-1.63,0.000174,0.00272
7968,chr7,106260172,106260672,501,*,5.73,5.11,6.16,-1.05,0.000175,0.00272
7969,chr3,115092351,115092851,501,*,6.42,5.94,6.77,-0.84,0.000175,0.00272
7970,chr3,150365250,150365750,501,*,7.09,6.61,7.45,-0.84,0.000175,0.00272
7972,chr2,36438430,36438930,501,*,4.91,4.23,5.37,-1.14,0.000175,0.00273
7973,chr13,45335586,45336086,501,*,6.54,6.01,6.93,-0.92,0.000175,0.00273
7975,chr5,6279552,6280052,501,*,5.13,4.48,5.57,-1.09,0.000176,0.00273
7976,chr1,224524630,224525130,501,*,4.34,3.44,4.89,-1.45,0.000176,0.00273
7977,chr2,62586941,62587441,501,*,4.67,3.92,5.16,-1.24,0.000176,0.00273
7978,chr19,24054361,24054861,501,*,4.58,3.81,5.09,-1.27,0.000176,0.00273
7979,chr17,59837432,59837932,501,*,9.16,8.78,9.46,-0.68,0.000176,0.00273
7980,chr9,101028455,101028955,501,*,8.46,8.06,8.77,-0.72,0.000176,0.00273
7981,chr16,52203057,52203557,501,*,4.09,2.97,4.71,-1.74,0.000176,0.00273
7982,chr22,40498401,40498901,501,*,7.68,7.32,7.98,-0.66,0.000176,0.00273
7983,chr3,142850263,142850763,501,*,6.76,6.24,7.14,-0.9,0.000176,0.00274
7984,chr1,85612742,85613242,501,*,6.77,6.26,7.15,-0.89,0.000176,0.00274
7985,chr7,112529391,112529891,501,*,4.38,3.44,4.94,-1.5,0.000176,0.00274
7986,chr9,8858940,8859440,501,*,4.51,3.64,5.04,-1.4,0.000176,0.00274
7987,chr5,154618694,154619194,501,*,5.96,5.43,6.34,-0.91,0.000176,0.00274
7988,chr5,17186282,17186782,501,*,5.68,5.13,6.08,-0.95,0.000176,0.00274
7990,chr2,161208450,161208950,501,*,3.93,2.53,4.63,-2.1,0.000176,0.00274
7991,chr16,55044146,55044646,501,*,5.5,4.93,5.9,-0.97,0.000176,0.00274
7992,chr10,114284552,114285052,501,*,6.38,5.8,6.79,-0.99,0.000176,0.00274
7993,chr5,175590370,175590870,501,*,8.98,8.6,9.29,-0.69,0.000176,0.00274
7994,chr21,35138611,35139481,871,*,8.66,8.26,8.98,-0.73,0.000176,0.00274
7995,chr15,91254704,91255204,501,*,4.82,3.95,5.36,-1.41,0.000177,0.00274
7996,chr10,22599180,22599680,501,*,4.39,3.45,4.96,-1.51,0.000177,0.00275
7997,chr3,185715089,185715589,501,*,6.85,6.4,7.2,-0.81,0.000177,0.00275
7998,chr14,76997288,76997966,679,*,4.84,4.14,5.3,-1.16,0.000177,0.00275
7999,chr9,135516115,135516615,501,*,5.63,5.09,6.03,-0.94,0.000178,0.00276
8000,chr1,27643825,27644325,501,*,6.2,5.74,6.55,-0.81,0.000178,0.00276
8001,chr9,116377328,116377828,501,*,6.21,5.77,6.55,-0.79,0.000178,0.00276
8002,chr19,29855094,29855594,501,*,4.98,4.23,5.47,-1.24,0.000178,0.00277
8003,chr1,116508299,116508799,501,*,6.31,5.81,6.68,-0.87,0.000178,0.00277
8004,chr19,46198733,46199233,501,*,7.67,7.31,7.96,-0.66,0.000179,0.00277
8005,chr2,183248794,183249294,501,*,4.12,3.15,4.7,-1.55,0.000179,0.00277
8006,chr11,116658149,116658649,501,*,5.81,5.27,6.2,-0.93,0.000179,0.00277
8007,chr2,28375790,28376290,501,*,6.29,5.82,6.64,-0.82,0.000179,0.00277
8008,chr7,29254661,29255161,501,*,5.99,5.52,6.35,-0.83,0.000179,0.00277
8009,chr2,213153590,213154090,501,*,5.03,4.31,5.51,-1.21,0.000179,0.00278
8010,chr12,2333505,2334005,501,*,5.14,4.52,5.58,-1.05,0.000179,0.00278
8012,chr1,182290228,182290728,501,*,5.08,4.3,5.58,-1.28,0.00018,0.00279
8013,chr10,113093412,113093912,501,*,5.11,4.34,5.61,-1.27,0.00018,0.00279
8014,chr6,2658651,2659151,501,*,5.48,4.37,6.1,-1.72,0.00018,0.00279
8015,chr11,110196098,110196598,501,*,6.01,5.52,6.38,-0.86,0.00018,0.00279
8017,chr13,39777516,39778016,501,*,4.85,4.15,5.31,-1.16,0.00018,0.00279
8019,chr5,169095390,169095890,501,*,5.26,4.65,5.69,-1.04,0.00018,0.00279
8020,chr1,206105543,206106043,501,*,4.42,3.47,4.99,-1.52,0.00018,0.00279
